SiteNo,SPOFQuestionId,AnswerValue,OriginalMarker,DetailedComments,SourceWorkbook,SourceSheet,SourceRowNumber,SourceColumnStart,SourceColumnEnd,ValidationStatus
SLC04.02,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,235,238,Valid
SLC04.03,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,239,242,Valid
SLC07,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,243,246,Valid
SLC09,1.02,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,247,250,Valid
SLC10,1.02,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,251,254,Valid
TPA01,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,255,258,Valid
TPA02,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,259,262,Valid
TPA03,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,263,266,Valid
TPA04,1.02,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,30,267,270,Valid
ABE01,1.03,No,x,Single Charger,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,7,10,Valid
ATL01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,11,14,Valid
ATL02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,15,18,Valid
ATL03,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,19,22,Valid
ATL04,1.03,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,23,26,Valid
ATL05,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,27,30,Valid
CIN01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,31,34,Valid
CIN02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,35,38,Valid
CLT01,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,39,42,Valid
CLT02,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,43,46,Valid
CLT03,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,47,50,Valid
CLT04,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,51,54,Valid
CLT05,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,55,58,Valid
DAL01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,59,62,Valid
DAL02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,63,66,Valid
DAL03,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,67,70,Valid
DAL04,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,71,74,Valid
DAL05,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,75,78,Valid
DEN02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,79,82,Valid
DEN03,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,83,86,Valid
DEN05.01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,87,90,Valid
DEN05.02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,91,94,Valid
DEN11,1.03,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,95,98,Valid
DFW01,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,99,102,Valid
FLL01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,103,106,Valid
FLL02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,107,110,Valid
JAX01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,111,114,Valid
JAX02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,115,118,Valid
LAS03,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,119,122,Valid
LAS04,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,123,126,Valid
LAS05,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,127,130,Valid
LOU02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,131,134,Valid
LOU03,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,135,138,Valid
LOU04,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,139,142,Valid
LOU05,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,143,146,Valid
MSP01,1.03,Yes,X,"Gens 2-5 have dual chargers, Gen 1 is single",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,147,150,Valid
NAS01,1.03,No,X,Single charger,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,151,154,Valid
NAS02,1.03,No,x,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,155,158,Valid
NAS03,1.03,No,X,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,159,162,Valid
NAS04,1.03,No,X,Single charger,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,163,166,Valid
NAS05,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,167,170,Valid
NAS06,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,171,174,Valid
PDX01.01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,175,178,Valid
PDX01.02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,179,182,Valid
PDX02,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,183,186,Valid
PDX03,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,187,190,Valid
PDX04,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,191,194,Valid
PHL01,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,195,198,Valid
PHX01,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,199,202,Valid
RAL01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,203,206,Valid
RAL02,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,207,210,Valid
RAL03,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,211,214,Valid
RCH01,1.03,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,215,218,Valid
RIC01,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,219,222,Valid
RIC02,1.03,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,223,226,Valid
SLC03,1.03,No,X,Single charger on Gen.,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,227,230,Valid
SLC04.01,1.03,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,231,234,Valid
SLC04.02,1.03,No,X,Single charger per Gen. s,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,235,238,Valid
SLC04.03,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,239,242,Valid
SLC07,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,243,246,Valid
SLC09,1.03,No,X,Single charger per Gen.,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,247,250,Valid
SLC10,1.03,No,X,Single charger per Gen.,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,251,254,Valid
TPA01,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,255,258,Valid
TPA02,1.03,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,259,262,Valid
TPA03,1.03,Yes|No,X|X,"TPA03 gens have dual chargers, TPA04 gens have a single charger",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,263,266,MultipleAnswers
TPA04,1.03,No,X,"TPA03 gens have dual chargers, TPA04 gens have a single charger",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,31,267,270,Valid
ABE01,1.04,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,7,10,Valid
ATL01,1.04,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,11,14,Valid
ATL02,1.04,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,15,18,Valid
ATL03,1.04,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,19,22,Valid
ATL04,1.04,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,23,26,Valid
ATL05,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,27,30,Valid
CIN01,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,31,34,Valid
CIN02,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,35,38,Valid
CLT01,1.04,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,39,42,Valid
CLT02,1.04,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,43,46,Valid
CLT03,1.04,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,47,50,Valid
CLT04,1.04,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,51,54,Valid
CLT05,1.04,Yes,x,GEN A is powered from A switchboard and Gen B is powered from B switchboard. A and B switchboards are powered from different substations.,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,55,58,Valid
DAL01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,59,62,Valid
DAL02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,63,66,Valid
DAL03,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,67,70,Valid
DAL04,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,71,74,Valid
DAL05,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,75,78,Valid
DEN02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,79,82,Valid
DEN03,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,83,86,Valid
DEN05.01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,87,90,Valid
DEN05.02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,91,94,Valid
DEN11,1.04,Blank,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,95,98,Blank
DFW01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,99,102,Valid
FLL01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,103,106,Valid
FLL02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,107,110,Valid
JAX01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,111,114,Valid
JAX02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,115,118,Valid
LAS03,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,119,122,Valid
LAS04,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,123,126,Valid
LAS05,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,127,130,Valid
LOU02,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,131,134,Valid
LOU03,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,135,138,Valid
LOU04,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,139,142,Valid
LOU05,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,143,146,Valid
MSP01,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,147,150,Valid
NAS01,1.04,No,X,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,151,154,Valid
NAS02,1.04,No,x,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,155,158,Valid
NAS03,1.04,No,X,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,159,162,Valid
NAS04,1.04,No,X,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,163,166,Valid
NAS05,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,167,170,Valid
NAS06,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,171,174,Valid
PDX01.01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,175,178,Valid
PDX01.02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,179,182,Valid
PDX02,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,183,186,Valid
PDX03,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,187,190,Valid
PDX04,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,191,194,Valid
PHL01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,195,198,Valid
PHX01,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,199,202,Valid
RAL01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,203,206,Valid
RAL02,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,207,210,Valid
RAL03,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,211,214,Valid
RCH01,1.04,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,215,218,Valid
RIC01,1.04,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,219,222,Valid
RIC02,1.04,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,223,226,Valid
SLC03,1.04,No,X,"Single panel for gen, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS but not directly.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,227,230,Valid
SLC04.01,1.04,No,X,"Single panel for all gens, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS but not directly.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,231,234,Valid
SLC04.02,1.04,No,X,"Single panel for all gens, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS but not directly.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,235,238,Valid
SLC04.03,1.04,No,X,"Single panel for all gens, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS but not directly.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,239,242,Valid
SLC07,1.04,No,X,"Single panel for generator, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS but not directly.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,243,246,Valid
SLC09,1.04,No,X,"Single panel for all gens, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,247,250,Valid
SLC10,1.04,No,X,"Single panel for all gens, the controllers do have a tap off of the gen battery bank. The shore power panel is fed from downstream of the ATS.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,251,254,Valid
TPA01,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,255,258,Valid
TPA02,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,259,262,Valid
TPA03,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,263,266,Valid
TPA04,1.04,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,32,267,270,Valid
ABE01,1.05,No,x,Single fed ATS,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,7,10,Valid
ATL01,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,11,14,Valid
ATL02,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,15,18,Valid
ATL03,1.05,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,19,22,Valid
ATL04,1.05,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,23,26,Valid
ATL05,1.05,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,27,30,Valid
CIN01,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,31,34,Valid
CIN02,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,35,38,Valid
CLT01,1.05,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,39,42,Valid
CLT02,1.05,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,43,46,Valid
CLT03,1.05,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,47,50,Valid
CLT04,1.05,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,51,54,Valid
CLT05,1.05,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,55,58,Valid
DAL01,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,59,62,Valid
DAL02,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,63,66,Valid
DAL03,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,67,70,Valid
DAL04,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,71,74,Valid
DAL05,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,75,78,Valid
DEN02,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,79,82,Valid
DEN03,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,83,86,Valid
DEN05.01,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,87,90,Valid
DEN05.02,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,91,94,Valid
DEN11,1.05,Yes|No,x|x,Site is currently limited by utility. Most mechanical ATS are in manual,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,95,98,MultipleAnswers
DFW01,1.05,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,99,102,Valid
FLL01,1.05,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,33,103,106,Valid
